"species","countries"
"Nycticebus_bancanus","IDN"
"Nycticebus_bengalensis","BGD, BTN, CHN, IND, KHM, LAO, MMR, MYS, THA, VNM, Z07"
"Nycticebus_borneanus","IDN, MYS"
"Nycticebus_coucang","IDN, MYS, SGP, THA"
"Nycticebus_hilleri","IDN"
"Nycticebus_javanicus","IDN"
"Nycticebus_kayan","BRN, IDN, MYS"
"Nycticebus_menagensis","BRN, IDN, MYS, PHL"
"Nycticebus_pygmaeus","CHN, KHM, LAO, MMR, THA, VNM"
"Otolemur_crassicaudatus","AGO, BDI, BWA, COD, KEN, MOZ, MWI, RWA, SWZ, TZA, UGA, ZAF, ZMB, ZWE"
"Otolemur_garnettii","KEN, MOZ, SOM, TZA"
"Pan_paniscus","COD, COG"
"Pan_troglodytes","AGO, BDI, BFA, CAF, CIV, CMR, COD, COG, GAB, GHA, GIN, GNB, GNQ, LBR, MLI, NGA, RWA, SEN, SLE, SSD, TZA, UGA"
"Papio_anubis","BDI, BEN, BFA, CAF, CIV, CMR, COD, COG, ERI, ETH, GHA, GIN, KEN, MLI, NER, NGA, RWA, SDN, SLE, SOM, SSD, TCD, TGO, TZA, UGA"
"Papio_cynocephalus","ETH, KEN, MOZ, MWI, SOM, TZA, ZMB"
"Papio_hamadryas","DJI, ERI, ETH, SAU, SDN, SOM, YEM"
"Papio_kindae","AGO, COD, MOZ, TZA, ZMB"
"Papio_papio","CIV, GIN, GMB, GNB, MLI, MRT, SEN, SLE"
"Papio_ursinus","AGO, BWA, LSO, MOZ, NAM, SWZ, ZAF, ZMB, ZWE"
"Paragalago_cocos","KEN, TZA"
"Paragalago_granti","MOZ, MWI, TZA, ZAF, ZWE"
"Paragalago_orinus","TZA"
"Paragalago_rondoensis","TZA"
"Paragalago_zanzibaricus","TZA"
"Perodicticus_edwardsi","AGO, CAF, CMR, COD, COG, GAB, GNQ, NGA"
"Perodicticus_ibeanus","BDI, CAF, COD, KEN, RWA, TZA, UGA"
"Perodicticus_potto","CIV, GHA, GIN, LBR, NGA, SLE, TGO"
"Phaner_electromontis","MDG"
"Phaner_furcifer","MDG"
"Phaner_pallescens","MDG"
"Phaner_parienti","MDG"
"Piliocolobus_badius","CIV, GIN, GMB, GNB, LBR, SEN, SLE"
"Piliocolobus_bouvieri","COD, COG"
"Piliocolobus_epieni","NGA"
"Piliocolobus_foai","COD"
"Piliocolobus_gordonorum","TZA"
"Piliocolobus_kirkii","TZA"
"Piliocolobus_langi","COD"
"Piliocolobus_lulindicus","COD"
"Piliocolobus_oustaleti","CAF, CMR, COD, COG, SSD"
"Piliocolobus_parmentieri","COD"
"Piliocolobus_pennantii","GNQ"
"Piliocolobus_preussi","CMR, NGA"
"Piliocolobus_rufomitratus","KEN"
"Piliocolobus_semlikiensis","COD, UGA"
"Piliocolobus_tephrosceles","TZA, UGA"
"Piliocolobus_tholloni","COD, COG"
"Piliocolobus_waldroni","CIV, GHA"
"Pithecia_aequatorialis","PER"
"Pithecia_albicans","BRA"
"Pithecia_cazuzai","BRA"
"Pithecia_chrysocephala","BRA"
"Pithecia_hirsuta","BRA, COL, PER"
"Pithecia_inusta","BRA, PER"
"Pithecia_irrorata","BOL, BRA"
"Pithecia_isabela","PER"
"Pithecia_milleri","COL, ECU, PER"
"Pithecia_mittermeieri","BOL, BRA"
"Pithecia_monachus","BRA, COL, PER"
"Pithecia_napensis","ECU, PER"
"Pithecia_pissinattii","BRA"
"Pithecia_pithecia","BRA, GUF, GUY, SUR, VEN"
"Pithecia_rylandsi","BOL, BRA, PER"
"Pithecia_vanzolinii","BRA"
"Plecturocebus_aureipalatii","BOL, PER"
"Plecturocebus_baptista","BRA"
"Plecturocebus_bernhardi","BRA"
"Plecturocebus_brunneus","BOL, BRA"
"Plecturocebus_caligatus","BRA"
"Plecturocebus_caquetensis","COL"
"Plecturocebus_cinerascens","BRA"
"Plecturocebus_cupreus","BRA, COL, PER"
"Plecturocebus_discolor","COL, ECU, PER"
"Plecturocebus_donacophilus","BOL, BRA"
"Plecturocebus_dubius","BOL, BRA"
"Plecturocebus_grovesi","BRA"
"Plecturocebus_hoffmannsi","BRA"
"Plecturocebus_miltoni","BRA"
"Plecturocebus_modestus","BOL"
"Plecturocebus_moloch","BRA"
"Plecturocebus_oenanthe","PER"
"Plecturocebus_olallae","BOL"
"Plecturocebus_ornatus","COL"
"Plecturocebus_pallescens","ARG, BOL, BRA, PRY"
"Plecturocebus_parecis","BRA"
"Plecturocebus_toppini","BOL, BRA, PER"
"Plecturocebus_urubambensis","PER"
"Plecturocebus_vieirai","BRA"
"Pongo_abelii","IDN"
"Pongo_pygmaeus","IDN, MYS"
"Pongo_tapanuliensis","IDN"
"Presbytis_bicolor","IDN"
"Presbytis_chrysomelas","BRN, IDN, MYS"
"Presbytis_comata","IDN"
"Presbytis_femoralis","IDN, MMR, MYS, SGP, THA"
"Presbytis_frontata","IDN, MYS"
"Presbytis_hosei","BRN, IDN, MYS"
"Presbytis_melalophos","IDN"
"Presbytis_mitrata","IDN"
"Presbytis_natunae","IDN"
"Presbytis_potenziani","IDN"
"Presbytis_rubicunda","BRN, IDN, MYS"
"Presbytis_siamensis","IDN, MYS, THA"
"Presbytis_siberu","IDN"
"Presbytis_sumatranus","IDN"
"Presbytis_thomasi","IDN"
"Procolobus_verus","BEN, CIV, GHA, GIN, LBR, NGA, SLE, TGO"
"Prolemur_simus","MDG"
"Propithecus_candidus","MDG"
"Propithecus_coquereli","MDG"
"Propithecus_coronatus","MDG"
"Propithecus_deckenii","MDG"
"Propithecus_diadema","MDG"
"Propithecus_edwardsi","MDG"
"Propithecus_perrieri","MDG"
"Propithecus_tattersalli","MDG"
"Propithecus_verreauxi","MDG"
"Pygathrix_cinerea","KHM, LAO, VNM"
"Pygathrix_nemaeus","KHM, LAO, VNM"
"Pygathrix_nigripes","KHM, LAO, VNM"
"Rhinopithecus_avunculus","VNM"
"Rhinopithecus_bieti","CHN"
"Rhinopithecus_brelichi","CHN"
"Rhinopithecus_roxellana","CHN"
"Rhinopithecus_strykeri","MMR"
"Rungwecebus_kipunji","TZA"
"Saguinus_bicolor","BRA"
"Saguinus_geoffroyi","COL, PAN"
"Saguinus_imperator","BOL, BRA, PER"
"Saguinus_inustus","BRA, COL, VEN"
"Saguinus_labiatus","BOL, BRA, PER"
"Saguinus_leucopus","COL"
"Saguinus_martinsi","BRA"
"Saguinus_midas","BRA, GUF, GUY, SUR"
"Saguinus_mystax","BRA, COL, PER"
"Saguinus_niger","BRA"
"Saguinus_oedipus","COL"
"Saguinus_ursulus","BRA"
"Saimiri_boliviensis","BOL, BRA, PER"
"Saimiri_cassiquiarensis","BRA, COL, ECU, PER, VEN"
"Saimiri_collinsi","BRA"
"Saimiri_oerstedii","CRI, PAN"
"Saimiri_sciureus","BRA, GUF, GUY, SUR"
"Saimiri_ustus","BOL, BRA"
"Saimiri_vanzolinii","BRA"
"Sapajus_apella","BOL, BRA, COL, ECU, GUF, GUY, PER, SUR, VEN"
"Sapajus_cay","ARG, BOL, BRA, PRY"
"Sapajus_flavius","BRA"
"Sapajus_libidinosus","BOL, BRA"
"Sapajus_nigritus","ARG, BRA, PRY"
"Sapajus_robustus","BRA"
"Sapajus_xanthosternos","BRA"
"Sciurocheirus_alleni","CMR, GNQ, NGA"
"Sciurocheirus_gabonensis","CAF, CMR, COD, COG, GAB, GNQ"
"Sciurocheirus_makandensis","GAB"
"Semnopithecus_ajax","IND, Z01"
"Semnopithecus_dussumieri","IND"
"Semnopithecus_entellus","BGD, IND"
"Semnopithecus_hector","BTN, IND, NPL"
"Semnopithecus_hypoleucos","IND"
"Semnopithecus_priam","IND, LKA"
"Semnopithecus_schistaceus","AFG, BTN, CHN, IND, NPL, PAK, Z01, Z05, Z06, Z09"
"Simias_concolor","IDN"
"Symphalangus_syndactylus","IDN, MYS, THA"
"Tarsius_dentatus","IDN"
"Tarsius_fuscus","IDN"
"Tarsius_lariang","IDN"
"Tarsius_niemitzi","IDN"
"Tarsius_pelengensis","IDN"
"Tarsius_pumilus","IDN"
"Tarsius_sangirensis","IDN"
"Tarsius_spectrumgurskyae","IDN"
"Tarsius_supriatnai","IDN"
"Tarsius_tarsier","IDN"
"Tarsius_tumpara","IDN"
"Tarsius_wallacei","IDN"
"Theropithecus_gelada","ETH"
"Trachypithecus_auratus","IDN"
"Trachypithecus_barbei","MMR, THA"
"Trachypithecus_cristatus","BRN, IDN, MYS"
"Trachypithecus_delacouri","VNM"
"Trachypithecus_francoisi","CHN, VNM"
"Trachypithecus_geei","BTN, IND"
"Trachypithecus_germaini","KHM, LAO, MMR, THA, VNM"
"Trachypithecus_hatinhensis","LAO, VNM"
"Trachypithecus_johnii","IND"
"Trachypithecus_laotum","LAO"
"Trachypithecus_leucocephalus","CHN"
"Trachypithecus_obscurus","MMR, MYS, SGP, THA"
"Trachypithecus_phayrei","BGD, CHN, IND, LAO, MMR, THA, VNM"
"Trachypithecus_pileatus","BGD, BTN, IND, MMR, Z07"
"Trachypithecus_poliocephalus","VNM"
"Trachypithecus_shortridgei","CHN, MMR"
"Trachypithecus_vetulus","LKA"
"Varecia_rubra","MDG"
"Varecia_variegata","MDG"
"Elephas_maximus","BGD, BTN, CHN, IDN, IND, KHM, LAO, LKA, MMR, MYS, NPL, SGP, THA, VNM, Z07"
"Loxodonta_africana","AGO, BEN, BFA, BWA, CAF, CIV, CMR, COD, COG, ERI, ETH, GAB, GHA, GIN, GNB, GNQ, KEN, LBR, MLI, MOZ, MWI, NAM, NER, NGA, RWA, SDN, SEN, SLE, SOM, SSD, SWZ, TCD, TGO, TZA, UGA, ZAF, ZMB, ZWE"
"Abditomys_latidens","PHL"
"Abeomelomys_sevia","PNG"
"Abrawayaomys_chebezi","ARG, BRA, PRY"
"Abrawayaomys_ruschii","BRA"
"Abrocoma_bennettii","ARG, CHL"
"Abrocoma_boliviensis","BOL"
"Abrocoma_cinerea","ARG, BOL, CHL, PER"
"Abrocoma_famatina","ARG"
"Abrocoma_shistacea","ARG"
"Abrocoma_uspallata","ARG"
"Abrothrix_andinus","ARG, BOL, CHL, PER"
"Abrothrix_illutea","ARG"
"Abrothrix_jelskii","ARG, BOL, CHL, PER"
"Abrothrix_lanosus","ARG, CHL"
"Abrothrix_longipilis","ARG, CHL"
"Abrothrix_manni","ARG, CHL"
"Abrothrix_olivaceus","ARG, CHL"
"Abrothrix_sanborni","CHL"
"Acomys_airensis","DZA, MLI, MRT, NER"
"Acomys_cahirinus","DJI, DZA, EGY, ERI, ESH, ETH, LBY, MAR, MRT, SDN, SOM"
"Acomys_cilicicus","TUR"
"Acomys_cineraceus","DJI, ETH, KEN, SDN, SSD, UGA"
"Acomys_dimidiatus","ARE, EGY, IRN, ISR, JOR, LBN, OMN, PAK, PSE, SAU, SYR, YEM"
"Acomys_ignitus","KEN, TZA"
"Acomys_johannis","BEN, BFA, CMR, GHA, MLI, NER, NGA, TCD, TGO"
"Acomys_kempi","ETH, KEN, SOM, TZA"
"Acomys_louisae","DJI, ETH, KEN, SOM"
"Acomys_minous","GRC"
"Acomys_mullah","DJI, ERI, ETH, SOM"
"Acomys_muzei","BDI, COD, TZA, ZMB"
"Acomys_ngurui","TZA"
"Acomys_percivali","ETH, KEN, SSD, UGA"
"Acomys_russatus","EGY, ISR, JOR, PSE, SAU, SYR, YEM"
"Acomys_selousi","BWA, MOZ, ZAF, ZWE"
"Acomys_seurati","DZA"
"Acomys_spinosissimus","MOZ, ZWE"
"Acomys_subspinosus","ZAF"
"Acomys_wilsoni","ETH, KEN, SOM, SSD, TZA, UGA"
"Aconaemys_fuscus","ARG, CHL"
"Aconaemys_porteri","ARG, CHL"
"Aconaemys_sagei","ARG, CHL"
"Aegialomys_galapagoensis","ECU"
"Aegialomys_xanthaeolus","ECU, PER"
"Aepeomys_lugens","VEN"
"Aepeomys_reigi","VEN"
"Aeretes_melanopterus","CHN"
"Aeromys_tephromelas","BRN, IDN, MYS, SGP, THA"
"Aeromys_thomasi","BRN, IDN, MYS"
"Aethomys_bocagei","AGO, COD"
"Aethomys_chrysophilus","AGO, BWA, COD, KEN, MOZ, MWI, NAM, TZA, ZAF, ZMB, ZWE"
"Aethomys_hindei","CAF, CMR, COD, ETH, KEN, NGA, RWA, SDN, SSD, TCD, TZA, UGA"
"Aethomys_ineptus","BWA, LSO, MOZ, SWZ, ZAF"
"Aethomys_kaiseri","AGO, BDI, COD, KEN, MWI, RWA, TZA, UGA, ZMB"
"Aethomys_nyikae","AGO, COD, MOZ, MWI, ZMB"
"Aethomys_silindensis","MOZ, ZWE"
"Aethomys_stannarius","CMR, NGA"
"Aethomys_thomasi","AGO"
"Akodon_aerosus","BOL, ECU, PER"
"Akodon_affinis","COL"
"Akodon_albiventer","ARG, BOL, CHL, PER"
"Akodon_azarae","ARG, BRA, PRY, URY"
"Akodon_boliviensis","ARG, BOL, CHL, PER"
"Akodon_budini","ARG, BOL"
"Akodon_caenosus","ARG, BOL"
"Akodon_cursor","ARG, BRA"
"Akodon_dayi","BOL"
"Akodon_dolores","ARG"
"Akodon_fumeus","ARG, BOL, PER"
"Akodon_iniscatus","ARG, CHL"
"Akodon_juninensis","PER"
"Akodon_kofordi","BOL, PER"
"Akodon_lindberghi","BRA"
"Akodon_lutescens","ARG, BOL, PER"
"Akodon_mimus","BOL, PER"
"Akodon_molinae","ARG"
"Akodon_mollis","ECU, PER"
"Akodon_montensis","ARG, BRA, PRY"
"Akodon_mystax","BRA"
"Akodon_orophilus","PER"
"Akodon_paranaensis","ARG, BRA, PRY"
"Akodon_pervalens","ARG, BOL"
"Akodon_philipmyersi","ARG, BRA, PRY"
"Akodon_polopi","ARG"
"Akodon_reigi","BRA, URY"
"Akodon_sanctipaulensis","BRA"
"Akodon_serrensis","ARG, BRA"
"Akodon_siberiae","BOL"
"Akodon_simulator","ARG, BOL"
"Akodon_spegazzinii","ARG"
"Akodon_subfuscus","BOL, PER"
"Akodon_surdus","PER"
"Akodon_sylvanus","ARG, BOL"
"Akodon_toba","ARG, BOL, PRY"
"Akodon_torques","PER"
"Akodon_varius","ARG, BOL, PRY"
"Allactaga_balikunica","CHN, MNG"
"Allactaga_bullata","CHN, MNG"
"Allactaga_elater","AFG, ARM, AZE, CHN, GEO, IRN, KAZ, KGZ, MNG, PAK, RUS, TJK, TKM, TUR, UZB, XCA"
"Allactaga_euphratica","IRN, IRQ, JOR, KWT, LBN, SAU, SYR, TUR"
"Allactaga_firouzi","IRN"
"Allactaga_hotsoni","AFG, IRN, PAK"
"Allactaga_major","AZE, BLR, CHN, KAZ, KGZ, RUS, UKR, UZB, XCA"
"Allactaga_severtzovi","AFG, KAZ, KGZ, TJK, TKM, UZB, XCA"
"Allactaga_sibirica","CHN, KAZ, KGZ, MNG, RUS, TKM, UZB, XCA"
"Allactaga_toussi","AFG, IRN, TKM"
"Allactaga_vinogradovi","KAZ, KGZ, UZB"
"Allactaga_williamsi","AFG, ARM, AZE, IRN, IRQ, RUS, TUR, XCA"
"Allactodipus_bobrinskii","KAZ, TKM, UZB"
"Allocricetulus_curtatus","CHN, MNG, RUS"
"Allocricetulus_eversmanni","CHN, KAZ, RUS"
"Alticola_albicaudus","CHN, IND, Z01, Z02, Z03, Z06"
"Alticola_argentatus","AFG, CHN, KAZ, KGZ, PAK, TJK, TKM, UZB, Z01, Z06"
"Alticola_barakshin","CHN, MNG, RUS"
"Alticola_lemminus","RUS"
"Alticola_macrotis","CHN, KAZ, MNG, RUS"
"Alticola_montosa","AFG, PAK, Z01, Z06"
"Alticola_olchonensis","RUS"
"Alticola_roylei","IND, Z01, Z09"
"Alticola_semicanus","CHN, MNG, RUS"
"Alticola_stoliczkanus","BTN, CHN, IND, KGZ, NPL, TJK, Z01, Z02, Z03, Z06, Z07, Z08"
"Alticola_strelzowi","CHN, KAZ, MNG, RUS"
"Alticola_tuvinicus","MNG, RUS"
"Ammodillus_imbellis","ETH, SOM"
"Ammospermophilus_harrisii","MEX, USA"
"Ammospermophilus_interpres","MEX, USA"
"Ammospermophilus_leucurus","MEX, USA"
"Ammospermophilus_nelsoni","USA"
"Amphinectomys_savamis","PER"
"Andalgalomys_olrogi","ARG"
"Andalgalomys_pearsoni","BOL, PRY"
"Andinomys_edax","ARG, BOL, CHL, PER"
"Anisomys_imitator","IDN, PNG"
"Anomalurus_beecrofti","AGO, BEN, CAF, CIV, CMR, COD, COG, GAB, GHA, GIN, GNQ, LBR, NGA, SLE, TGO"
"Anomalurus_derbianus","AGO, BDI, BEN, CAF, CIV, CMR, COD, COG, GAB, GHA, GIN, GNQ, KEN, LBR, MOZ, MWI, NGA, RWA, SLE, TGO, TZA, UGA, ZMB"
"Anomalurus_pelii","CIV, GHA, LBR"
"Anomalurus_pusillus","BDI, CMR, COD, COG, GAB, GNQ, RWA, UGA"
"Anonymomys_mindorensis","PHL"
"Anotomys_leander","COL, ECU"
"Aplodontia_rufa","CAN, USA"
"Apodemus_agrarius","ALB, AUT, BGR, BIH, BLR, CHE, CHN, CZE, DEU, DNK, EST, FIN, GEO, GRC, HRV, HUN, ITA, JPN, KAZ, KGZ, KOR, LTU, LVA, MDA, MKD, MMR, MNE, MNG, POL, PRK, ROU, RUS, SRB, SVK, SVN, TUR, TWN, UKR, XCA, XKO"
"Apodemus_alpicola","AUT, CHE, DEU, FRA, ITA, LIE"
"Apodemus_argenteus","JPN"
"Apodemus_avicennicus","IRN"
"Apodemus_chevrieri","CHN, MMR"
"Apodemus_draco","CHN, IND, LAO, MMR, VNM, Z07"
"Apodemus_epimelas","ALB, BGR, BIH, GRC, HRV, MKD, MNE, SRB, XKO"
"Apodemus_flavicollis","ALA, ALB, AND, ARM, AUT, AZE, BEL, BGR, BIH, BLR, CHE, CZE, DEU, DNK, ESP, EST, FIN, FRA, GBR, GEO, GRC, HRV, HUN, IRN, ISR, ITA, JOR, LBN, LIE, LTU, LUX, LVA, MCO, MDA, MKD, MNE, NLD, NOR, POL, ROU, RUS, SMR, SRB, SVK, SVN, SWE, SYR, TUR, UKR, VAT, XKO"
"Apodemus_gurkha","NPL"
"Apodemus_hyrcanicus","AZE, IRN, XCA"
"Apodemus_latronum","CHN, IND, MMR, Z07"
"Apodemus_mystacinus","ARM, GEO, GRC, IRQ, ISR, JOR, LBN, PSE, SYR, TUR"
"Apodemus_pallipes","AFG, IND, KGZ, NPL, PAK, TJK, UZB, Z01, Z05, Z06"
"Apodemus_peninsulae","CHN, JPN, KAZ, KOR, MNG, PRK, RUS, Z07"
"Apodemus_ponticus","ARM, AZE, GEO, IRN, RUS, TUR, XCA"
"Apodemus_rusiges","AFG, PAK, Z01, Z06"
"Apodemus_semotus","TWN"
"Apodemus_speciosus","JPN, RUS"
"Apodemus_sylvaticus","ALB, AND, AUT, BEL, BGR, BIH, BLR, CHE, CZE, DEU, DNK, DZA, ESP, FRA, GBR, GIB, GRC, HRV, HUN, IMN, IRL, ISL, ITA, LIE, LTU, LUX, MAR, MCO, MDA, MKD, MNE, NLD, NOR, POL, PRT, ROU, RUS, SMR, SRB, SVK, SVN, SWE, TUN, TUR, UKR, VAT, XKO"
"Apodemus_uralensis","AFG, ARM, AUT, AZE, BGR, BLR, CHN, CZE, EST, GEO, HRV, HUN, IRN, KAZ, KGZ, LTU, LVA, MDA, MNG, POL, ROU, RUS, SRB, SVK, TJK, TUR, UKR, UZB, XCA"
"Apodemus_witherbyi","ARM, AZE, GEO, GRC, IRN, ISR, JOR, LBN, RUS, SYR, TKM, TUR, UKR, XCA"
"Apomys_abrae","PHL"
"Apomys_aurorae","PHL"
"Apomys_banahao","PHL"
"Apomys_brownorum","PHL"
"Apomys_camiguinensis","PHL"
"Apomys_datae","PHL"
"Apomys_gracilirostris","PHL"
"Apomys_hylocetes","PHL"
"Apomys_insignis","PHL"
"Apomys_iridensis","PHL"
"Apomys_littoralis","PHL"
"Apomys_lubangensis","PHL"
"Apomys_magnus","PHL"
"Apomys_microdon","PHL"
"Apomys_minganensis","PHL"
"Apomys_musculus","PHL"
"Apomys_sacobianus","PHL"
"Apomys_sierrae","PHL"
"Apomys_zambalensis","PHL"
"Arborimus_albipes","USA"
"Arborimus_longicaudus","USA"
"Arborimus_pomo","USA"
"Archboldomys_luzonensis","PHL"
"Archboldomys_maximus","PHL"
"Arvicanthis_abyssinicus","ERI, ETH"
"Arvicanthis_ansorgei","BEN, BFA, CIV, GHA, GIN, GMB, GNB, MLI, NER, SEN, SLE, TGO"
"Arvicanthis_blicki","ETH"
"Arvicanthis_nairobae","KEN, TZA"
"Arvicanthis_neumanni","DJI, ETH, KEN, SOM, TZA"
"Arvicanthis_niloticus","BDI, BEN, BFA, CAF, CMR, COD, DZA, EGY, ERI, ETH, GMB, KEN, MLI, MRT, NER, NGA, RWA, SDN, SEN, SSD, TCD, TGO, TZA, UGA, YEM, ZMB"
"Arvicanthis_rufinus","BEN, BFA, CIV, CMR, GHA, GIN, LBR, MLI, NER, NGA, SLE, TGO"
"Arvicola_amphibius","ALA, ALB, ARM, AUT, AZE, BEL, BGR, BIH, BLR, CHE, CHN, CZE, DEU, DNK, EST, FIN, FRA, GBR, GEO, GRC, HRV, HUN, IRN, IRQ, ISR, ITA, KAZ, KGZ, LBN, LIE, LTU, LUX, LVA, MDA, MKD, MNE, MNG, NLD, NOR, POL, ROU, RUS, SMR, SRB, SVK, SVN, SWE, TUR, UKR, VAT, XCA, XKO"
"Arvicola_sapidus","AND, ESP, FRA, GIB, PRT"
"Arvicola_scherman","AND, AUT, BEL, BIH, CHE, CZE, DEU, ESP, FRA, HRV, HUN, ITA, LIE, LUX, NLD, POL, PRT, ROU, SVK, SVN, UKR"
"Atherurus_africanus","AGO, BEN, CAF, CIV, CMR, COD, COG, GAB, GHA, GIN, GNQ, KEN, LBR, NGA, RWA, SLE, SSD, TGO, TZA, UGA"
"Atherurus_macrourus","BGD, CHN, IDN, IND, KHM, LAO, MMR, MYS, SGP, THA, VNM, Z07"
"Atlantoxerus_getulus","DZA, ESH, MAR"
"Auliscomys_boliviensis","BOL, CHL, PER"
"Auliscomys_pictus","BOL, CHL, PER"
"Auliscomys_sublimis","ARG, BOL, CHL, PER"
"Baiomys_musculus","GTM, HND, MEX, NIC, SLV"
"Baiomys_taylori","MEX, USA"
"Baiyankamys_habbema","IDN"
"Baiyankamys_shawmayeri","PNG"
"Bandicota_bengalensis","BGD, BTN, CHN, IND, LKA, MMR, NPL, PAK, THA, Z01, Z06, Z09"
"Bandicota_indica","BGD, BTN, CHN, IND, KHM, LAO, LKA, MMR, NPL, PAK, THA, TWN, VNM"
"Bandicota_savilei","KHM, LAO, MMR, THA, VNM"
"Bathyergus_janetta","NAM, ZAF"
"Bathyergus_suillus","ZAF"
"Batomys_dentatus","PHL"
"Batomys_granti","PHL"
"Batomys_hamiguitan","PHL"
"Batomys_russatus","PHL"
"Batomys_salomonseni","PHL"
"Batomys_uragon","PHL"
"Beamys_hindei","COD, KEN, MOZ, MWI, TZA, ZMB"
"Belomys_pearsonii","BTN, CHN, IND, LAO, MMR, NPL, THA, TWN, VNM, Z07"
"Berylmys_berdmorei","CHN, KHM, LAO, MMR, THA, VNM"
"Berylmys_bowersi","BGD, CHN, IND, LAO, MMR, MYS, THA, VNM, Z07"
"Berylmys_mackenziei","CHN, IND, MMR, THA, VNM"
"Berylmys_manipulus","CHN, IND, MMR, Z07"
"Bibimys_chacoensis","ARG, BRA, PRY"
"Bibimys_labiosus","ARG, BRA, PRY"
"Bibimys_torresi","ARG, URY"
"Biswamoyopterus_biswasi","IND"
"Biswamoyopterus_laoensis","LAO"
"Blanfordimys_afghanus","AFG, IRN, PAK, TJK, TKM"
"Blanfordimys_bucharensis","AFG, TJK, TKM, UZB"
"Blarinomys_breviceps","ARG, BRA, PRY"
"Brachiones_przewalskii","CHN, Z03"
"Brachytarsomys_albicauda","MDG"
"Brachytarsomys_villosa","MDG"
"Brachyuromys_betsileoensis","MDG"
"Brachyuromys_ramirohitra","MDG"
"Brassomys_albidens","IDN"
"Brucepattersonius_griserufescens","BRA"
"Brucepattersonius_guarani","ARG, BRA, PRY"
"Brucepattersonius_igniventris","BRA"
"Brucepattersonius_iheringi","ARG, BRA, PRY, URY"
"Brucepattersonius_misionensis","ARG, BRA"
"Brucepattersonius_paradisus","ARG, BRA, PRY"
"Brucepattersonius_soricinus","BRA"
"Bullimus_bagobus","PHL"
"Bullimus_gamay","PHL"
"Bullimus_luzonicus","PHL"
"Bunomys_andrewsi","IDN"
"Bunomys_chrysocomus","IDN"
"Bunomys_coelestis","IDN"
"Bunomys_fratrorum","IDN"
"Bunomys_karokophilus","IDN"
"Bunomys_penitus","IDN"
"Bunomys_prolatus","IDN"
"Bunomys_torajae","IDN"
"Callistomys_pictus","BRA"
"Callosciurus_adamsi","BRN, IDN, MYS"
"Callosciurus_albescens","IDN"
"Callosciurus_baluensis","BRN, IDN, MYS"
"Callosciurus_caniceps","CHN, KHM, LAO, MMR, MYS, THA"
"Callosciurus_erythraeus","BGD, BTN, CHN, IND, KHM, LAO, MMR, MYS, THA, TWN, VNM, Z07"
"Callosciurus_finlaysonii","KHM, LAO, MMR, THA, VNM"
"Callosciurus_inornatus","CHN, LAO, MMR, THA, VNM"
"Callosciurus_melanogaster","IDN"
"Callosciurus_nigrovittatus","IDN, MYS, SGP, THA"
"Callosciurus_notatus","BRN, IDN, MYS, SGP, THA"
"Callosciurus_orestes","BRN, IDN, MYS"
"Callosciurus_phayrei","CHN, MMR, THA"
"Callosciurus_prevostii","BRN, IDN, MYS, SGP, THA"
"Callosciurus_pygerythrus","BGD, BTN, CHN, IND, LAO, MMR, NPL, VNM, Z07"
"Callosciurus_quinquestriatus","CHN, MMR"
"Callospermophilus_lateralis","CAN, USA"
"Callospermophilus_madrensis","MEX"
"Callospermophilus_saturatus","CAN, USA"
"Calomys_boliviae","ARG, BOL, PER"
"Calomys_callidus","ARG, URY"
"Calomys_callosus","ARG, BOL, BRA, PRY"
"Calomys_expulsus","BRA"
"Calomys_fecundus","ARG, BOL"
"Calomys_hummelincki","ABW, BRA, COL, CUW, GUY, VEN"
"Calomys_laucha","ARG, BOL, BRA, PRY, URY"
"Calomys_lepidus","ARG, BOL, CHL, PER"
"Calomys_musculinus","ARG, BOL, CHL, PER, PRY"
"Calomys_sorellus","BOL, PER"
"Calomys_tener","ARG, BOL, BRA"
"Calomys_tocantinsi","BRA"
"Calomys_venustus","ARG"
"Calomyscus_bailwardi","IRN"
"Calomyscus_baluchi","AFG, PAK, TJK"
"Calomyscus_elburzensis","AFG, IRN, TKM"
"Calomyscus_grandis","IRN"
"Calomyscus_hotsoni","IRN, PAK"
"Calomyscus_mystax","ARM, AZE, IRN, TKM, XCA"
"Calomyscus_tsolovi","SYR"
"Calomyscus_urartensis","ARM, AZE, IRN"
"Cannomys_badius","BGD, CHN, IND, KHM, LAO, MMR, NPL, THA, VNM"
"Cansumys_canus","CHN"
"Capromys_pilorides","CUB"
"Cardiocranius_paradoxus","CHN, KAZ, MNG, RUS"
"Carpomys_melanurus","PHL"
"Carpomys_phaeurus","PHL"
"Carterodon_sulcidens","BOL, BRA"
"Caryomys_eva","CHN"
"Caryomys_inez","CHN"
"Castor_canadensis","CAN, MEX, USA"
"Castor_fiber","AUT, BEL, BIH, BLR, CHE, CZE, DEU, DNK, ESP, EST, FIN, FRA, HRV, HUN, ITA, LTU, LUX, LVA, NLD, NOR, POL, ROU, RUS, SRB, SVK, SWE, UKR"
"Cavia_aperea","ARG, BOL, BRA, COL, GUY, PER, PRY, SUR, URY, VEN"
"Cavia_fulgida","BRA"
"Cavia_magna","BRA, URY"
"Cavia_patzelti","ECU"
"Cavia_tschudii","ARG, BOL, CHL, PER"
"Cerradomys_maracajuensis","BOL, BRA, PRY"
